;min;mean;max;best;generacion
29;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 10, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 16, 0], [4, 5, 14, 6, 12, 8, 13, 18, 0], [4, 8, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 10, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 16, 0], [4, 5, 14, 6, 12, 8, 13, 18, 0], [4, 8, 14, 6, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0]] 
30;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 14, 5, 15, 8, 13, 18, 1], [4, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 10, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 0], [4, 8, 14, 5, 15, 9, 13, 18, 0], [4, 8, 14, 5, 15, 9, 13, 18, 0], [4, 8, 14, 5, 15, 9, 13, 18, 0], [5, 8, 14, 5, 15, 8, 13, 18, 1], [4, 8, 14, 5, 15, 8, 13, 18, 0], [5, 8, 14, 5, 15, 10, 13, 18, 0], [4, 8, 14, 5, 15, 9, 13, 18, 0], [4, 8, 14, 5, 15, 9, 13, 18, 0]] 
31;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 8, 14, 5, 15, 8, 13, 18, 0], [4, 8, 14, 5, 12, 9, 13, 18, 0], [4, 8, 14, 5, 15, 9, 13, 18, 0], [5, 8, 14, 5, 15, 9, 13, 18, 0], [4, 8, 13, 5, 15, 9, 13, 18, 0], [5, 8, 14, 5, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 8, 14, 5, 12, 9, 13, 18, 0], [5, 8, 14, 5, 15, 9, 13, 18, 0], [4, 8, 13, 5, 15, 9, 13, 18, 0], [5, 8, 14, 5, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0]] 
32;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 14, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 10, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 1], [4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 9, 13, 14, 0], [4, 5, 14, 6, 15, 9, 10, 18, 0], [4, 5, 14, 6, 15, 9, 13, 18, 1]] 
33;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 5, 13, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 1], [4, 7, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 12, 8, 13, 18, 0], [4, 5, 14, 6, 13, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 0], [4, 5, 13, 6, 15, 8, 13, 18, 0], [4, 7, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 13, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 0]] 
34;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 5, 13, 6, 15, 8, 13, 18, 1], [3, 5, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 16, 0], [3, 5, 15, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 10, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 13, 18, 1], [3, 5, 13, 6, 15, 8, 13, 16, 0], [3, 5, 15, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 5, 13, 6, 15, 8, 10, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0]] 
35;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 6, 14, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 6, 14, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 15, 0], [3, 6, 13, 6, 15, 8, 13, 18, 0], [3, 6, 13, 5, 15, 8, 13, 18, 0], [3, 5, 15, 6, 15, 8, 13, 18, 0], [3, 5, 15, 6, 15, 8, 13, 18, 0], [3, 5, 15, 6, 15, 8, 13, 18, 0], [3, 6, 14, 6, 15, 8, 13, 18, 0], [3, 6, 14, 6, 15, 8, 13, 18, 0], [3, 6, 13, 6, 15, 8, 13, 15, 0], [3, 6, 13, 5, 15, 8, 13, 18, 0]] 
36;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 5, 12, 6, 15, 8, 13, 18, 0], [3, 5, 15, 6, 15, 8, 13, 18, 0], [3, 7, 15, 6, 15, 8, 13, 18, 0], [3, 5, 15, 5, 15, 8, 13, 18, 0], [3, 5, 15, 6, 15, 8, 11, 18, 0], [3, 5, 15, 6, 15, 8, 13, 18, 1], [3, 5, 15, 6, 13, 8, 12, 18, 0], [3, 5, 15, 6, 13, 8, 12, 18, 0], [3, 5, 15, 6, 13, 8, 12, 18, 0], [3, 5, 12, 6, 15, 8, 13, 18, 0], [3, 7, 15, 6, 15, 8, 13, 18, 0], [3, 5, 15, 5, 15, 8, 13, 18, 0], [3, 5, 15, 6, 15, 8, 11, 18, 0], [3, 5, 15, 6, 15, 8, 13, 18, 1], [3, 5, 15, 6, 13, 8, 12, 18, 0], [3, 5, 15, 6, 13, 8, 12, 18, 0], [3, 5, 15, 6, 13, 8, 12, 18, 0]] 
37;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 5, 15, 5, 13, 8, 12, 18, 0], [3, 5, 15, 6, 12, 8, 12, 18, 0], [3, 5, 15, 6, 13, 8, 11, 18, 0], [3, 5, 15, 6, 13, 8, 10, 18, 0], [3, 5, 15, 6, 13, 8, 13, 18, 0], [3, 5, 14, 6, 13, 8, 12, 18, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [3, 5, 15, 5, 13, 8, 12, 18, 0], [3, 5, 15, 6, 12, 8, 12, 18, 0], [3, 5, 15, 6, 13, 8, 11, 18, 0], [3, 5, 15, 6, 13, 8, 10, 18, 0], [3, 5, 15, 6, 13, 8, 13, 18, 0], [3, 5, 14, 6, 13, 8, 12, 18, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0]] 
38;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 1], [4, 5, 15, 6, 12, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 14, 0], [4, 5, 15, 6, 13, 8, 12, 18, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [3, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 1], [4, 5, 15, 6, 12, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 14, 0], [4, 5, 15, 6, 13, 8, 12, 18, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0]] 
39;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 14, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 5, 15, 6, 13, 8, 12, 15, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0], [4, 5, 14, 6, 13, 8, 12, 15, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0]] 
40;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 8, 15, 6, 13, 8, 13, 16, 0], [4, 8, 15, 5, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 10, 18, 0], [4, 8, 15, 5, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 13, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [4, 8, 15, 6, 13, 8, 13, 16, 0], [4, 8, 15, 5, 13, 8, 13, 18, 0], [4, 8, 15, 6, 13, 8, 10, 18, 0], [4, 8, 15, 5, 13, 8, 13, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0]] 
41;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 14, 6, 12, 8, 10, 18, 0], [5, 8, 14, 6, 12, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 1], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 6, 12, 8, 10, 18, 0], [5, 8, 14, 6, 12, 8, 10, 18, 0], [5, 8, 14, 6, 13, 8, 10, 18, 1], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0]] 
42;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 6, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 5, 14, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 13, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0], [5, 6, 14, 5, 13, 8, 10, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 5, 14, 8, 10, 17, 0], [5, 8, 14, 5, 13, 8, 13, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0]] 
43;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 14, 5, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0], [5, 8, 12, 6, 15, 8, 10, 17, 0], [5, 8, 14, 5, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 11, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 5, 15, 8, 10, 17, 0], [5, 8, 12, 6, 15, 8, 10, 17, 0], [5, 8, 14, 5, 15, 8, 10, 17, 0], [5, 8, 14, 6, 15, 8, 11, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0]] 
44;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 14, 5, 13, 8, 10, 17, 0], [5, 8, 13, 6, 13, 8, 10, 17, 0], [3, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 6, 12, 8, 10, 17, 0], [5, 7, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 13, 6, 13, 8, 10, 17, 0], [3, 8, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 6, 12, 8, 10, 17, 0], [5, 7, 14, 6, 13, 8, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0]] 
45;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 10, 17, 0], [5, 8, 14, 5, 13, 9, 13, 17, 0], [5, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 14, 5, 13, 9, 13, 17, 0], [5, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 13, 9, 10, 17, 1]] 
46;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 12, 5, 15, 9, 10, 17, 1], [5, 8, 12, 5, 13, 9, 10, 15, 1], [5, 8, 12, 5, 13, 9, 10, 17, 0], [5, 8, 12, 5, 13, 10, 10, 17, 1], [4, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 14, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 15, 9, 10, 17, 1], [5, 8, 12, 5, 13, 9, 10, 15, 1], [5, 8, 12, 5, 13, 9, 10, 17, 0], [5, 8, 12, 5, 13, 10, 10, 17, 1], [4, 8, 12, 5, 13, 9, 10, 17, 1], [5, 8, 12, 5, 14, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1]] 
47;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 8, 15, 5, 13, 9, 12, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 18, 1], [3, 8, 15, 5, 13, 9, 10, 15, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 10, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 12, 17, 1], [3, 8, 15, 5, 13, 9, 10, 18, 1], [3, 8, 15, 5, 13, 9, 10, 15, 1], [3, 8, 15, 5, 13, 10, 10, 17, 1]] 
48;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 8, 15, 5, 13, 9, 10, 18, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 0], [3, 8, 15, 5, 13, 9, 10, 14, 1], [3, 8, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 15, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1], [3, 8, 15, 5, 13, 9, 10, 17, 0], [3, 8, 15, 5, 13, 9, 10, 14, 1], [3, 8, 15, 5, 15, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1]] 
49;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 5, 13, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 0], [4, 5, 15, 5, 13, 9, 10, 17, 1], [3, 5, 15, 5, 13, 9, 10, 17, 1], [4, 6, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 18, 0], [4, 5, 15, 5, 13, 9, 10, 18, 0], [4, 5, 15, 5, 13, 9, 10, 18, 0], [4, 5, 13, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 17, 0], [3, 5, 15, 5, 13, 9, 10, 17, 1], [4, 6, 15, 5, 13, 9, 10, 17, 1], [4, 5, 15, 5, 13, 9, 10, 18, 0], [4, 5, 15, 5, 13, 9, 10, 18, 0]] 
